"customer_id","film_id","rental_duration","rental_rate","length","replacement_cost","rating","genre","rental_day","rental_month","payment_day","payment_month","payment_amount","store_id","city_id","staff_id"
108,760,5,"2.99",110,"21.99","G","New","29","7","29","4","5.99",2,213,1
108,422,7,"4.99",136,"25.99","NC-17","Sci-Fi","29","7","29","4","4.99",2,213,1
108,640,5,"4.99",102,"21.99","R","Foreign","29","7","29","4","4.99",2,213,2
108,17,3,"0.99",82,"14.99","R","Music","31","7","30","4","4.99",2,213,2
108,115,5,"2.99",167,"27.99","R","Action","2","8","2","3","5.99",1,213,1
108,734,4,"4.99",158,"12.99","R","Documentary","2","8","2","3","6.99",2,213,2
108,582,3,"2.99",162,"19.99","PG-13","Animation","17","8","17","3","2.99",2,213,2
108,679,6,"2.99",50,"17.99","PG","Family","18","8","18","3","2.99",2,213,2
108,580,3,"4.99",166,"12.99","PG-13","New","18","8","18","3","6.99",1,213,1
108,378,5,"2.99",93,"24.99","NC-17","Music","20","8","20","3","2.99",2,213,1
108,468,5,"2.99",97,"12.99","PG","Children","21","8","21","3","3.99",2,213,2
108,805,5,"4.99",64,"12.99","G","Animation","23","8","23","3","8.99",2,213,2
108,55,6,"2.99",65,"27.99","G","Sci-Fi","23","8","23","3","2.99",1,213,1
108,13,4,"4.99",150,"21.99","PG","Horror","14","2","14","5","4.99",2,213,1
109,872,3,"2.99",185,"27.99","R","Travel","16","6","16","2","2.99",2,273,1
109,782,6,"2.99",60,"26.99","PG-13","Sports","17","6","17","2","3.99",2,273,1
109,432,4,"2.99",139,"22.99","NC-17","Classics","18","6","18","2","6.99",2,273,2
109,434,3,"0.99",139,"25.99","R","Travel","19","6","19","2","5.99",2,273,1
109,296,5,"2.99",178,"23.99","R","Sci-Fi","20","6","20","2","5.99",1,273,2
109,93,4,"4.99",121,"27.99","PG","New","8","7","8","4","4.99",2,273,2
109,471,7,"2.99",84,"23.99","NC-17","Classics","9","7","9","4","2.99",1,273,1
109,110,4,"0.99",53,"25.99","NC-17","Children","9","7","9","4","2.99",1,273,2
109,500,5,"4.99",163,"11.99","PG-13","Foreign","12","7","12","4","6.99",2,273,2
109,797,7,"0.99",67,"23.99","R","Music","27","7","27","4","0.99",2,273,1
109,863,5,"0.99",141,"9.99","R","Sci-Fi","28","7","28","4","3.99",1,273,2
109,266,4,"0.99",141,"27.99","PG-13","Classics","30","7","30","4","0.99",2,273,1
109,43,6,"2.99",170,"15.99","G","Family","31","7","30","4","2.99",2,273,2
109,981,7,"0.99",55,"13.99","NC-17","Travel","1","8","1","3","0.99",2,273,2
109,714,6,"2.99",73,"29.99","NC-17","Sci-Fi","2","8","1","3","3.99",2,273,1
109,793,6,"2.99",139,"14.99","R","Action","17","8","17","3","6.99",1,273,1
109,410,7,"2.99",48,"19.99","PG","Comedy","19","8","19","3","3.99",1,273,1
109,973,3,"4.99",183,"27.99","NC-17","Documentary","22","8","22","3","7.99",1,273,2
109,445,5,"2.99",100,"11.99","G","Classics","23","8","23","3","2.99",2,273,1
110,936,3,"2.99",123,"21.99","NC-17","Music","16","6","15","2","8.99",2,159,2
110,101,3,"0.99",73,"26.99","R","Documentary","6","7","6","4","4.99",2,159,1
110,483,3,"2.99",171,"29.99","NC-17","Games","7","7","7","4","2.99",2,159,2
110,973,3,"4.99",183,"27.99","NC-17","Documentary","8","7","8","4","4.99",2,159,2
110,596,4,"4.99",171,"25.99","PG-13","Games","11","7","11","4","4.99",1,159,1
110,651,3,"0.99",84,"20.99","PG-13","Animation","27","7","27","4","0.99",1,159,1
110,416,6,"0.99",110,"10.99","R","Foreign","27","7","27","4","0.99",1,159,1
110,700,4,"2.99",115,"13.99","R","Family","27","7","27","4","2.99",2,159,1
110,662,3,"4.99",118,"9.99","PG","Drama","17","8","17","3","7.99",2,159,2
110,169,3,"2.99",76,"19.99","NC-17","Travel","18","8","18","3","3.99",1,159,1
110,91,5,"0.99",98,"17.99","PG","Classics","20","8","20","3","2.99",1,159,2
110,185,3,"2.99",146,"10.99","PG","Foreign","22","8","22","3","2.99",1,159,2
111,167,6,"4.99",109,"10.99","NC-17","Travel","16","6","16","2","6.99",1,102,2
111,432,4,"2.99",139,"22.99","NC-17","Classics","17","6","17","2","2.99",1,102,1
111,810,5,"0.99",147,"21.99","PG","Family","17","6","17","2","1.99",2,102,1
111,489,4,"0.99",54,"14.99","PG-13","Animation","18","6","18","2","4.99",1,102,2
111,288,7,"2.99",167,"20.99","R","Travel","20","6","20","2","2.99",1,102,2
111,806,4,"2.99",137,"25.99","PG","New","21","6","21","2","2.99",2,102,2
111,23,3,"0.99",92,"9.99","R","Animation","5","7","5","4","1.99",1,102,1
111,787,4,"0.99",125,"12.99","G","Travel","6","7","6","4","3.99",1,102,1
111,854,4,"4.99",119,"22.99","R","Horror","6","7","6","4","9.99",2,102,2
111,911,7,"4.99",64,"14.99","PG-13","Action","7","7","7","4","4.99",2,102,2
111,982,4,"0.99",126,"23.99","R","Action","7","7","7","4","0.99",1,102,2
111,281,6,"0.99",143,"9.99","G","Games","12","7","12","4","2.99",1,102,1
111,292,3,"0.99",51,"20.99","G","Action","29","7","29","4","0.99",2,102,2
111,511,7,"0.99",175,"23.99","NC-17","Action","31","7","30","4","0.99",2,102,1
111,959,6,"2.99",83,"10.99","G","Children","31","7","30","4","2.99",1,102,2
111,329,4,"2.99",63,"15.99","R","Action","1","8","1","3","4.99",2,102,1
111,707,5,"2.99",177,"29.99","R","Action","2","8","2","3","4.99",1,102,1
111,58,6,"2.99",122,"16.99","G","Documentary","2","8","2","3","4.99",2,102,2
111,43,6,"2.99",170,"15.99","G","Family","2","8","2","3","2.99",1,102,1
111,937,7,"2.99",85,"14.99","NC-17","New","18","8","18","3","3.99",2,102,1
111,916,3,"2.99",80,"10.99","G","Animation","19","8","19","3","2.99",2,102,1
111,769,5,"4.99",151,"21.99","PG-13","Foreign","20","8","20","3","5.99",2,102,2
111,531,3,"0.99",137,"18.99","R","Foreign","22","8","22","3","0.99",2,102,2
111,4,5,"2.99",117,"26.99","G","Horror","22","8","22","3","6.99",1,102,2
111,4,5,"2.99",117,"26.99","G","Horror","14","2","14","5","2.99",2,102,1
112,324,3,"4.99",148,"11.99","PG-13","Comedy","16","6","16","2","4.99",1,292,1
112,16,6,"2.99",180,"23.99","NC-17","Foreign","17","6","17","2","2.99",2,292,2
112,227,4,"4.99",88,"17.99","R","Games","18","6","18","2","4.99",1,292,1
112,901,3,"0.99",142,"29.99","G","Animation","20","6","20","2","2.99",2,292,2
112,814,6,"4.99",110,"15.99","PG","Comedy","9","7","9","4","4.99",1,292,2
112,935,5,"0.99",142,"17.99","R","New","9","7","9","4","2.99",2,292,2
112,471,7,"2.99",84,"23.99","NC-17","Classics","12","7","12","4","2.99",2,292,1
112,346,4,"4.99",128,"13.99","R","Classics","28","7","28","4","4.99",2,292,1
112,780,7,"4.99",98,"15.99","PG","Family","28","7","28","4","4.99",2,292,2
112,342,7,"4.99",83,"28.99","R","Travel","30","7","30","4","4.99",1,292,1
112,777,5,"4.99",158,"10.99","PG","Sports","30","7","30","4","6.99",2,292,2
112,151,5,"4.99",143,"26.99","NC-17","Sci-Fi","31","7","30","4","4.99",2,292,2
112,37,3,"2.99",121,"28.99","PG","Classics","31","7","30","4","5.99",1,292,1
112,848,3,"0.99",94,"19.99","G","Travel","31","7","30","4","3.99",1,292,1
112,815,4,"2.99",74,"14.99","PG-13","Classics","31","7","30","4","2.99",1,292,1
112,175,3,"2.99",122,"27.99","PG-13","Family","1","8","1","3","5.99",1,292,2
112,709,7,"2.99",147,"19.99","NC-17","Drama","2","8","2","3","2.99",1,292,1
112,820,3,"2.99",184,"11.99","NC-17","Animation","17","8","17","3","7.99",1,292,2
112,632,5,"4.99",145,"10.99","NC-17","New","17","8","17","3","4.99",1,292,1
112,225,3,"0.99",76,"19.99","PG-13","Drama","17","8","17","3","3.99",1,292,1
112,320,4,"4.99",80,"28.99","PG-13","New","20","8","20","3","8.99",1,292,1
112,876,3,"2.99",91,"11.99","PG-13","Horror","20","8","20","3","2.99",1,292,2
112,295,3,"0.99",97,"14.99","PG","Documentary","20","8","20","3","5.99",1,292,1
112,189,3,"0.99",139,"23.99","NC-17","Games","21","8","21","3","0.99",2,292,1
112,944,6,"4.99",179,"29.99","PG-13","Drama","22","8","22","3","4.99",2,292,2
112,813,7,"0.99",184,"18.99","R","Sports","23","8","23","3","0.99",2,292,1
112,61,5,"4.99",175,"28.99","G","Drama","23","8","23","3","8.99",2,292,1
112,193,5,"2.99",153,"20.99","G","Animation","23","8","23","3","2.99",2,292,2
113,979,6,"4.99",100,"10.99","NC-17","Drama","17","6","17","2","4.99",1,132,1
113,958,6,"2.99",178,"19.99","G","Drama","18","6","18","2","2.99",2,132,2
113,609,7,"2.99",185,"23.99","G","Travel","19","6","19","2","2.99",2,132,1
113,622,4,"0.99",159,"25.99","G","Documentary","20","6","20","2","0.99",2,132,2
113,734,4,"4.99",158,"12.99","R","Documentary","20","6","20","2","8.99",2,132,1
113,707,5,"2.99",177,"29.99","R","Action","20","6","20","2","6.99",2,132,1
113,898,4,"4.99",152,"18.99","PG-13","Sports","6","7","6","4","5.99",1,132,1
113,15,5,"2.99",46,"10.99","NC-17","Foreign","7","7","7","4","2.99",2,132,1
113,557,5,"2.99",177,"27.99","PG","Family","9","7","9","4","2.99",1,132,1
113,877,4,"0.99",64,"23.99","PG-13","Music","9","7","9","4","2.99",1,132,2
113,760,5,"2.99",110,"21.99","G","New","10","7","10","4","4.99",2,132,1
113,73,5,"2.99",150,"22.99","PG-13","Sci-Fi","10","7","10","4","5.99",1,132,1
113,728,3,"0.99",63,"26.99","R","Drama","11","7","11","4","0.99",1,132,1
113,602,5,"0.99",146,"14.99","PG","Sci-Fi","12","7","12","4","0.99",1,132,1
113,695,6,"4.99",144,"12.99","PG","Family","27","7","27","4","5.99",1,132,2
113,142,3,"0.99",122,"24.99","PG","Documentary","27","7","27","4","2.99",1,132,1
113,548,3,"2.99",53,"27.99","R","Classics","30","7","30","4","6.99",1,132,2
113,683,5,"4.99",60,"19.99","NC-17","Drama","1","8","30","4","4.99",2,132,1
113,894,6,"0.99",68,"23.99","PG","Travel","1","8","1","3","0.99",1,132,1
113,810,5,"0.99",147,"21.99","PG","Family","1","8","1","3","1.99",2,132,1
113,370,4,"2.99",108,"26.99","R","Children","17","8","17","3","7.99",1,132,1
113,938,3,"4.99",173,"14.99","R","Comedy","17","8","17","3","5.99",1,132,2
113,591,6,"4.99",182,"20.99","PG","Games","18","8","18","3","5.99",2,132,2
113,275,3,"0.99",85,"11.99","PG","Horror","19","8","18","3","3.99",1,132,1
113,665,4,"2.99",175,"22.99","PG","Horror","19","8","19","3","2.99",1,132,1
113,489,4,"0.99",54,"14.99","PG-13","Animation","23","8","23","3","1.99",1,132,1
113,311,4,"0.99",72,"14.99","PG","Foreign","23","8","23","3","2.99",2,132,1
114,162,4,"2.99",95,"13.99","R","Action","17","6","17","2","2.99",1,148,2
114,190,5,"4.99",172,"23.99","NC-17","Classics","19","6","19","2","7.99",2,148,1
114,445,5,"2.99",100,"11.99","G","Classics","20","6","20","2","2.99",1,148,1
114,287,5,"0.99",176,"19.99","R","Action","20","6","20","2","5.99",1,148,1
114,420,7,"4.99",128,"27.99","PG","Sports","5","7","5","4","4.99",2,148,2
114,42,5,"2.99",170,"10.99","NC-17","Sports","6","7","6","4","2.99",2,148,2
114,852,4,"0.99",103,"27.99","NC-17","Children","7","7","7","4","0.99",2,148,1
114,11,6,"0.99",126,"16.99","G","Foreign","9","7","9","4","0.99",1,148,1
114,227,4,"4.99",88,"17.99","R","Games","10","7","10","4","4.99",2,148,1
114,380,7,"2.99",176,"11.99","PG","Foreign","10","7","10","4","2.99",2,148,2
114,43,6,"2.99",170,"15.99","G","Family","11","7","11","4","2.99",1,148,1
114,320,4,"4.99",80,"28.99","PG-13","New","12","7","12","4","4.99",1,148,2
114,735,7,"2.99",102,"26.99","PG-13","Children","27","7","27","4","2.99",1,148,2
114,193,5,"2.99",153,"20.99","G","Animation","27","7","27","4","2.99",2,148,2
114,230,7,"2.99",107,"20.99","G","Drama","27","7","27","4","2.99",1,148,2
114,565,6,"4.99",56,"9.99","PG-13","Foreign","28","7","28","4","5.99",1,148,1
114,167,6,"4.99",109,"10.99","NC-17","Travel","29","7","29","4","4.99",1,148,1
114,551,3,"4.99",138,"9.99","PG","New","29","7","29","4","10.99",1,148,1
114,915,7,"4.99",92,"9.99","G","Action","31","7","30","4","4.99",1,148,1
114,161,6,"4.99",70,"27.99","NC-17","Music","17","8","16","3","4.99",1,148,2
114,407,5,"0.99",47,"12.99","PG-13","Documentary","18","8","18","3","0.99",1,148,2
114,932,3,"0.99",73,"21.99","G","Comedy","18","8","18","3","6.99",2,148,2
114,803,7,"4.99",179,"29.99","R","Drama","20","8","19","3","6.99",1,148,2
114,104,4,"2.99",119,"17.99","G","Foreign","21","8","21","3","5.99",2,148,1
114,60,3,"4.99",89,"22.99","R","Classics","22","8","22","3","4.99",1,148,2
114,63,6,"0.99",73,"21.99","PG","Family","23","8","23","3","0.99",1,148,2
114,665,4,"2.99",175,"22.99","PG","Horror","23","8","23","3","2.99",2,148,1
114,707,5,"2.99",177,"29.99","R","Action","23","8","23","3","3.99",1,148,1
114,452,4,"0.99",122,"15.99","R","Foreign","23","8","23","3","0.99",2,148,2
114,251,6,"4.99",133,"19.99","NC-17","New","14","2","14","5","4.99",1,148,2
115,945,5,"0.99",164,"22.99","R","Documentary","15","6","15","2","0.99",2,365,1
115,714,6,"2.99",73,"29.99","NC-17","Sci-Fi","15","6","15","2","2.99",2,365,2
115,486,7,"4.99",59,"14.99","R","Foreign","21","6","21","2","6.99",1,365,1
115,681,4,"0.99",100,"20.99","PG","Sports","6","7","6","4","0.99",1,365,2
115,387,7,"0.99",100,"27.99","G","Games","6","7","6","4","0.99",1,365,2
115,601,4,"0.99",79,"20.99","PG-13","Travel","8","7","8","4","1.99",1,365,1
115,775,4,"4.99",110,"18.99","PG-13","Drama","9","7","9","4","4.99",2,365,1
115,589,3,"0.99",74,"20.99","PG","Documentary","11","7","11","4","2.99",2,365,2
115,970,7,"0.99",52,"11.99","NC-17","Classics","11","7","11","4","2.99",2,365,2
115,233,3,"0.99",141,"17.99","PG","Travel","11","7","11","4","0.99",1,365,2
115,135,3,"2.99",70,"22.99","R","Sports","12","7","12","4","5.99",1,365,2
115,61,5,"4.99",175,"28.99","G","Drama","12","7","12","4","6.99",1,365,2
115,833,5,"0.99",134,"20.99","R","Children","27","7","27","4","1.99",1,365,2
115,512,5,"4.99",110,"25.99","PG-13","Classics","27","7","27","4","4.99",2,365,1
115,398,5,"4.99",47,"21.99","NC-17","Music","28","7","28","4","4.99",2,365,1
115,902,6,"4.99",170,"22.99","PG","Sports","29","7","29","4","4.99",1,365,1
115,650,3,"0.99",144,"27.99","G","Documentary","31","7","30","4","0.99",1,365,1
115,414,3,"2.99",75,"23.99","PG","Foreign","31","7","30","4","3.99",1,365,1
115,644,7,"2.99",115,"29.99","PG","Animation","1","8","1","3","4.99",2,365,2
115,689,5,"2.99",137,"14.99","PG","Foreign","1","8","1","3","2.99",1,365,2
115,191,6,"0.99",143,"27.99","PG-13","Children","2","8","2","3","0.99",1,365,1
115,574,3,"0.99",86,"19.99","G","Action","17","8","17","3","2.99",2,365,2
115,832,5,"0.99",175,"16.99","PG","Family","18","8","18","3","0.99",1,365,1
115,249,7,"0.99",176,"26.99","G","Classics","20","8","20","3","0.99",2,365,1
115,673,3,"0.99",118,"19.99","PG-13","Music","22","8","22","3","6.99",1,365,1
115,157,7,"0.99",143,"29.99","PG-13","Children","23","8","22","3","0.99",2,365,1
115,820,3,"2.99",184,"11.99","NC-17","Animation","14","2","14","5","2.99",2,365,2
116,309,6,"0.99",98,"29.99","R","Family","15","6","15","2","0.99",2,403,1
116,535,6,"0.99",181,"21.99","R","Horror","16","6","15","2","0.99",1,403,1
116,670,4,"4.99",48,"17.99","PG","Documentary","16","6","16","2","4.99",1,403,2
116,396,5,"4.99",62,"18.99","G","Drama","17","6","17","2","4.99",2,403,1
116,865,3,"4.99",135,"19.99","PG-13","Animation","19","6","19","2","4.99",1,403,2
116,326,6,"2.99",69,"18.99","NC-17","Animation","19","6","19","2","3.99",2,403,1
116,867,5,"4.99",58,"10.99","PG","Family","6","7","6","4","6.99",1,403,1
116,329,4,"2.99",63,"15.99","R","Action","6","7","6","4","2.99",1,403,2
116,11,6,"0.99",126,"16.99","G","Foreign","7","7","7","4","0.99",1,403,1
116,933,4,"4.99",126,"11.99","NC-17","New","8","7","8","4","4.99",1,403,1
116,572,4,"2.99",64,"9.99","PG-13","Sci-Fi","9","7","9","4","2.99",2,403,1
116,315,4,"0.99",156,"10.99","R","Family","12","7","12","4","4.99",2,403,1
116,266,4,"0.99",141,"27.99","PG-13","Classics","27","7","27","4","0.99",2,403,1
116,537,3,"2.99",75,"29.99","G","Classics","28","7","28","4","5.99",2,403,2
116,567,3,"2.99",80,"26.99","G","Foreign","30","7","30","4","6.99",2,403,2
116,345,3,"0.99",161,"17.99","PG","Family","31","7","30","4","3.99",1,403,2
116,810,5,"0.99",147,"21.99","PG","Family","1","8","1","3","1.99",2,403,2
116,822,6,"0.99",169,"12.99","R","Family","1","8","1","3","1.99",2,403,1
116,972,4,"4.99",59,"24.99","PG-13","Sci-Fi","2","8","2","3","4.99",1,403,1
116,187,5,"2.99",57,"12.99","NC-17","Sports","18","8","18","3","2.99",2,403,1
116,320,4,"4.99",80,"28.99","PG-13","New","19","8","19","3","7.99",2,403,1
116,598,6,"0.99",57,"22.99","G","Sports","19","8","19","3","0.99",1,403,1
116,269,3,"0.99",98,"22.99","R","Family","20","8","19","3","0.99",1,403,2
116,405,6,"4.99",76,"13.99","NC-17","Travel","20","8","20","3","6.99",2,403,2
116,324,3,"4.99",148,"11.99","PG-13","Comedy","21","8","21","3","11.99",1,403,2
116,540,7,"2.99",97,"10.99","PG-13","Music","22","8","22","3","2.99",1,403,1
117,375,4,"2.99",85,"17.99","NC-17","Action","16","6","16","2","2.99",1,176,1
117,397,5,"2.99",107,"26.99","NC-17","Sci-Fi","21","6","21","2","2.99",1,176,1
117,531,3,"0.99",137,"18.99","R","Foreign","10","7","9","4","5.99",1,176,2
117,875,6,"0.99",173,"9.99","PG","Sports","10","7","10","4","0.99",2,176,2
117,408,4,"4.99",69,"28.99","R","Games","11","7","11","4","9.99",1,176,1
117,961,7,"4.99",161,"22.99","R","Foreign","12","7","11","4","6.99",1,176,1
117,50,3,"2.99",182,"20.99","G","Family","29","7","29","4","2.99",1,176,1
117,30,4,"2.99",82,"27.99","R","Horror","1","8","1","3","2.99",1,176,2
117,961,7,"4.99",161,"22.99","R","Foreign","1","8","1","3","4.99",2,176,1
117,55,6,"2.99",65,"27.99","G","Sci-Fi","2","8","2","3","3.99",2,176,1
117,631,4,"0.99",64,"11.99","G","Sports","18","8","17","3","2.99",1,176,2
117,917,3,"2.99",152,"24.99","R","Sports","18","8","18","3","2.99",2,176,1
117,755,5,"4.99",99,"11.99","PG","Children","18","8","18","3","6.99",1,176,1
117,68,5,"4.99",122,"26.99","NC-17","Children","18","8","18","3","4.99",2,176,1
117,97,7,"0.99",56,"24.99","G","Action","22","8","21","3","0.99",2,176,1
117,433,4,"2.99",95,"23.99","PG","Animation","22","8","22","3","2.99",2,176,1
117,413,7,"2.99",169,"16.99","NC-17","Comedy","23","8","22","3","2.99",1,176,1
118,444,3,"4.99",83,"22.99","NC-17","Comedy","16","6","16","2","4.99",1,185,2
118,489,4,"0.99",54,"14.99","PG-13","Animation","18","6","18","2","0.99",1,185,1
118,764,3,"4.99",150,"28.99","G","Sports","21","6","21","2","4.99",2,185,2
118,951,6,"0.99",78,"28.99","PG-13","Classics","8","7","8","4","0.99",1,185,1
118,746,3,"0.99",118,"10.99","NC-17","Games","10","7","10","4","1.99",2,185,1
118,875,6,"0.99",173,"9.99","PG","Sports","11","7","11","4","0.99",1,185,1
118,538,7,"0.99",162,"19.99","PG-13","New","12","7","12","4","1.99",2,185,1
118,657,5,"2.99",48,"12.99","PG-13","Comedy","27","7","27","4","2.99",2,185,1
118,640,5,"4.99",102,"21.99","R","Foreign","28","7","28","4","4.99",2,185,2
118,945,5,"0.99",164,"22.99","R","Documentary","28","7","28","4","4.99",1,185,2
118,471,7,"2.99",84,"23.99","NC-17","Classics","29","7","29","4","3.99",2,185,2
118,779,4,"4.99",54,"23.99","R","Sports","29","7","29","4","7.99",2,185,2
118,438,3,"2.99",68,"22.99","NC-17","Games","30","7","29","4","4.99",1,185,1
118,11,6,"0.99",126,"16.99","G","Foreign","31","7","30","4","1.99",2,185,1
118,302,5,"2.99",131,"29.99","G","Games","18","8","18","3","2.99",1,185,1
118,115,5,"2.99",167,"27.99","R","Action","19","8","19","3","6.99",2,185,2
118,994,6,"4.99",100,"29.99","PG-13","New","21","8","21","3","5.99",1,185,1
118,409,3,"4.99",59,"9.99","G","Children","21","8","21","3","7.99",2,185,1
118,912,3,"2.99",52,"9.99","PG","Sci-Fi","22","8","22","3","2.99",1,185,1
118,746,3,"0.99",118,"10.99","NC-17","Games","23","8","23","3","0.99",2,185,2
119,177,4,"4.99",172,"20.99","R","Sci-Fi","15","6","14","2","7.99",2,476,1
119,414,3,"2.99",75,"23.99","PG","Foreign","17","6","17","2","2.99",2,476,2
119,121,4,"2.99",151,"15.99","PG","Animation","21","6","21","2","5.99",1,476,1
119,365,4,"4.99",154,"21.99","R","Comedy","8","7","8","4","8.99",1,476,1
119,73,5,"2.99",150,"22.99","PG-13","Sci-Fi","9","7","9","4","5.99",1,476,2
119,241,4,"0.99",125,"20.99","NC-17","Animation","9","7","9","4","0.99",1,476,1
119,327,3,"4.99",158,"24.99","PG","Action","11","7","11","4","7.99",1,476,1
119,855,7,"0.99",132,"28.99","PG-13","Documentary","11","7","11","4","0.99",1,476,1
119,929,5,"4.99",128,"21.99","PG-13","Foreign","28","7","28","4","4.99",1,476,1
119,338,6,"4.99",51,"23.99","PG","Sci-Fi","28","7","28","4","5.99",2,476,2
119,969,4,"4.99",159,"29.99","G","Drama","29","7","29","4","4.99",1,476,2
119,590,3,"2.99",135,"17.99","PG","New","30","7","30","4","2.99",1,476,1
119,552,5,"0.99",130,"15.99","PG","Documentary","31","7","30","4","0.99",2,476,1
119,582,3,"2.99",162,"19.99","PG-13","Animation","1","8","1","3","3.99",2,476,1
119,927,6,"2.99",174,"16.99","NC-17","Action","1","8","1","3","2.99",1,476,2
119,321,3,"4.99",123,"21.99","NC-17","New","1","8","1","3","4.99",1,476,2
119,733,4,"0.99",149,"29.99","PG-13","Sports","2","8","2","3","2.99",2,476,1
119,773,6,"2.99",112,"28.99","NC-17","Sports","17","8","16","3","5.99",2,476,1
119,73,5,"2.99",150,"22.99","PG-13","Sci-Fi","18","8","18","3","2.99",1,476,2
119,608,6,"2.99",166,"11.99","PG","Children","18","8","18","3","3.99",2,476,2
119,557,5,"2.99",177,"27.99","PG","Family","19","8","19","3","6.99",1,476,1
119,381,7,"4.99",150,"25.99","R","Games","20","8","20","3","4.99",1,476,2
119,19,6,"0.99",113,"20.99","PG","Action","21","8","21","3","3.99",1,476,1
119,895,3,"2.99",142,"21.99","R","Classics","21","8","21","3","2.99",2,476,2
119,174,6,"4.99",180,"13.99","NC-17","Music","21","8","21","3","6.99",1,476,1
119,206,6,"0.99",144,"25.99","G","Documentary","21","8","21","3","0.99",1,476,1
119,893,4,"4.99",91,"11.99","PG","Sci-Fi","22","8","22","3","4.99",1,476,1
119,418,5,"0.99",157,"27.99","PG-13","Drama","22","8","22","3","3.99",2,476,1
119,267,4,"4.99",140,"14.99","NC-17","New","22","8","22","3","6.99",1,476,2
119,441,5,"2.99",125,"21.99","PG-13","Documentary","23","8","23","3","2.99",1,476,1
119,553,4,"0.99",136,"12.99","PG-13","Children","23","8","23","3","3.99",2,476,2
120,736,4,"0.99",134,"21.99","R","Family","15","6","15","2","3.99",1,147,1
120,804,7,"4.99",129,"13.99","PG-13","Horror","16","6","16","2","4.99",1,147,1
120,698,3,"2.99",71,"29.99","NC-17","Documentary","17","6","17","2","2.99",2,147,2
120,172,7,"4.99",112,"12.99","NC-17","Drama","17","6","17","2","4.99",1,147,2
120,21,3,"4.99",129,"17.99","R","Action","19","6","19","2","9.99",1,147,1
120,988,7,"2.99",139,"26.99","R","Travel","20","6","20","2","2.99",2,147,2
120,190,5,"4.99",172,"23.99","NC-17","Classics","7","7","6","4","5.99",2,147,2
120,109,3,"0.99",89,"17.99","G","New","7","7","7","4","3.99",1,147,2
120,299,4,"0.99",144,"9.99","PG-13","Travel","7","7","7","4","0.99",1,147,2
120,1000,3,"4.99",50,"18.99","NC-17","Comedy","8","7","8","4","9.99",1,147,1
120,976,6,"0.99",111,"12.99","R","Games","8","7","8","4","1.99",1,147,2
120,186,6,"0.99",64,"17.99","NC-17","Drama","9","7","9","4","1.99",2,147,1
120,292,3,"0.99",51,"20.99","G","Action","12","7","12","4","0.99",1,147,1
120,879,3,"4.99",148,"20.99","PG","Music","27","7","26","4","4.99",1,147,1
120,630,7,"0.99",48,"19.99","PG-13","Drama","28","7","28","4","0.99",2,147,1
120,901,3,"0.99",142,"29.99","G","Animation","29","7","29","4","1.99",1,147,2
120,345,3,"0.99",161,"17.99","PG","Family","30","7","30","4","6.99",2,147,2
120,932,3,"0.99",73,"21.99","G","Comedy","31","7","30","4","6.99",1,147,1
120,581,4,"0.99",59,"16.99","G","Music","31","7","30","4","0.99",1,147,2
120,10,6,"4.99",63,"24.99","NC-17","Sports","1","8","1","3","4.99",1,147,1
120,823,4,"2.99",143,"21.99","R","Action","2","8","2","3","3.99",1,147,2
120,147,5,"0.99",101,"16.99","NC-17","Family","2","8","2","3","0.99",2,147,1
120,121,4,"2.99",151,"15.99","PG","Animation","19","8","19","3","2.99",2,147,2
120,211,7,"4.99",165,"20.99","PG-13","Games","19","8","19","3","7.99",1,147,1
120,291,5,"0.99",174,"10.99","PG-13","Sports","20","8","20","3","2.99",1,147,2
120,329,4,"2.99",63,"15.99","R","Action","21","8","21","3","4.99",1,147,2
120,767,6,"4.99",183,"13.99","NC-17","Music","21","8","21","3","4.99",1,147,1
120,898,4,"4.99",152,"18.99","PG-13","Sports","21","8","21","3","9.99",2,147,2
120,884,5,"4.99",88,"11.99","R","Music","22","8","22","3","6.99",2,147,1
120,639,7,"4.99",92,"9.99","PG","Family","14","2","14","5","4.99",2,147,2
121,869,4,"2.99",47,"22.99","PG","Action","16","6","16","2","2.99",2,164,1
121,295,3,"0.99",97,"14.99","PG","Documentary","16","6","16","2","1.99",1,164,2
121,132,6,"0.99",114,"25.99","PG","Sci-Fi","10","7","10","4","0.99",2,164,2
121,277,4,"4.99",126,"24.99","PG-13","Horror","12","7","12","4","4.99",1,164,2
121,850,7,"0.99",163,"27.99","R","Action","27","7","27","4","0.99",2,164,1
121,509,5,"0.99",78,"26.99","NC-17","Children","27","7","27","4","0.99",2,164,1
121,361,5,"2.99",89,"25.99","NC-17","Sports","27","7","27","4","2.99",1,164,1
121,268,6,"4.99",96,"27.99","NC-17","Animation","29","7","29","4","6.99",2,164,1
121,748,4,"0.99",109,"16.99","PG-13","Action","29","7","29","4","1.99",1,164,2
121,285,3,"0.99",51,"18.99","PG-13","Sci-Fi","30","7","29","4","2.99",2,164,2
121,444,3,"4.99",83,"22.99","NC-17","Comedy","30","7","30","4","8.99",2,164,1
121,670,4,"4.99",48,"17.99","PG","Documentary","1","8","1","3","5.99",1,164,2
121,372,5,"4.99",140,"26.99","R","Sports","17","8","17","3","8.99",1,164,2
121,454,6,"0.99",180,"20.99","PG-13","Music","18","8","18","3","1.99",1,164,1
