"actor_name","title","length","filmlen_groups"
"Tom Mckellen","Stranger Strangers",139,"Group 3"
"Tom Mckellen","Tarzan Videotape",91,"Group 2"
"Goldie Brody","Bilko Anonymous",100,"Group 2"
"Goldie Brody","Bingo Talented",150,"Group 3"
"Goldie Brody","Comancheros Enemy",67,"Group 2"
"Goldie Brody","Daisy Menagerie",84,"Group 2"
"Goldie Brody","Desert Poseidon",64,"Group 2"
"Goldie Brody","Everyone Craft",163,"Group 3"
"Goldie Brody","Exorcist Sting",167,"Group 3"
"Goldie Brody","Flamingos Connecticut",80,"Group 2"
"Goldie Brody","High Encino",84,"Group 2"
"Goldie Brody","Holy Tadpole",88,"Group 2"
"Goldie Brody","Hoosiers Birdcage",176,"Group 3"
"Goldie Brody","Inch Jet",167,"Group 3"
"Goldie Brody","Jason Trap",130,"Group 3"
"Goldie Brody","Married Go",114,"Group 2"
"Goldie Brody","Mod Secretary",77,"Group 2"
"Goldie Brody","Mosquito Armageddon",57,"Group 1"
"Goldie Brody","Mummy Creatures",160,"Group 3"
"Goldie Brody","Outlaw Hanky",148,"Group 3"
"Goldie Brody","Pity Bound",60,NULL
"Goldie Brody","Pollock Deliverance",137,"Group 3"
"Goldie Brody","Pride Alamo",114,"Group 2"
"Goldie Brody","Prix Undefeated",115,"Group 2"
"Goldie Brody","Punk Divorce",100,"Group 2"
"Goldie Brody","Robbery Bright",134,"Group 3"
"Goldie Brody","Sea Virgin",80,"Group 2"
"Goldie Brody","Snatchers Montezuma",74,"Group 2"
"Goldie Brody","Spirited Casualties",138,"Group 3"
"Goldie Brody","Unbreakable Karate",62,"Group 2"
"Johnny Cage","Academy Dinosaur",86,"Group 2"
"Johnny Cage","Alamo Videotape",126,"Group 3"
"Johnny Cage","Arabia Dogma",62,"Group 2"
"Johnny Cage","Bunch Minds",63,"Group 2"
"Johnny Cage","Catch Amistad",183,"Group 4"
"Johnny Cage","Clyde Theory",139,"Group 3"
"Johnny Cage","Connecticut Tramp",172,"Group 3"
"Johnny Cage","Desire Alien",76,"Group 2"
"Johnny Cage","Disciple Mother",141,"Group 3"
"Johnny Cage","Flying Hook",69,"Group 2"
"Johnny Cage","Graffiti Love",117,"Group 2"
"Johnny Cage","Hamlet Wisdom",146,"Group 3"
"Johnny Cage","Hanging Deep",62,"Group 2"
"Johnny Cage","Instinct Airport",116,"Group 2"
"Johnny Cage","Intolerable Intentions",63,"Group 2"
"Johnny Cage","Karate Moon",120,NULL
"Johnny Cage","Lies Treatment",147,"Group 3"
"Johnny Cage","Reign Gentlemen",82,"Group 2"
"Johnny Cage","Rock Instinct",102,"Group 2"
"Johnny Cage","Roots Remember",89,"Group 2"
"Johnny Cage","Roxanne Rebel",171,"Group 3"
"Johnny Cage","Rushmore Mermaid",150,"Group 3"
"Johnny Cage","Simon North",51,"Group 1"
"Johnny Cage","Spy Mile",112,"Group 2"
"Johnny Cage","Superfly Trip",114,"Group 2"
"Johnny Cage","Suspects Quills",47,"Group 1"
"Johnny Cage","Thief Pelican",135,"Group 3"
"Johnny Cage","Vampire Whale",126,"Group 3"
"Johnny Cage","Velvet Terminator",173,"Group 3"
"Jodie Degeneres","Affair Prejudice",117,"Group 2"
"Jodie Degeneres","Beast Hunchback",89,"Group 2"
"Jodie Degeneres","Beverly Outlaw",85,"Group 2"
"Jodie Degeneres","Boogie Amelie",121,"Group 3"
"Jodie Degeneres","Brooklyn Desert",161,"Group 3"
"Jodie Degeneres","Cider Desire",101,"Group 2"
"Jodie Degeneres","Closer Bang",58,"Group 1"
"Jodie Degeneres","Crow Grease",104,"Group 2"
"Jodie Degeneres","Daisy Menagerie",84,"Group 2"
"Jodie Degeneres","Darn Forrester",185,"Group 4"
"Jodie Degeneres","Diary Panic",107,"Group 2"
"Jodie Degeneres","Dracula Crystal",176,"Group 3"
"Jodie Degeneres","Dream Pickup",135,"Group 3"
"Jodie Degeneres","Fatal Haunted",91,"Group 2"
"Jodie Degeneres","French Holiday",99,"Group 2"
"Jodie Degeneres","Groove Fiction",111,"Group 2"
"Jodie Degeneres","Madison Trap",147,"Group 3"
"Jodie Degeneres","Moonshine Cabin",171,"Group 3"
"Jodie Degeneres","Paradise Sabrina",48,"Group 1"
"Jodie Degeneres","Pet Haunting",99,"Group 2"
"Jodie Degeneres","Pickup Driving",77,"Group 2"
"Jodie Degeneres","Reds Pocus",182,"Group 4"
"Jodie Degeneres","Remember Diary",110,"Group 2"
"Jodie Degeneres","Sense Greek",54,"Group 1"
"Jodie Degeneres","Shanghai Tycoon",47,"Group 1"
"Jodie Degeneres","Simon North",51,"Group 1"
"Jodie Degeneres","Tomatoes Hellfighters",68,"Group 2"
"Jodie Degeneres","Trojan Tomorrow",52,"Group 1"
"Jodie Degeneres","Vietnam Smoochy",174,"Group 3"
"Tom Miranda","Analyze Hoosiers",181,"Group 4"
"Tom Miranda","Chasing Fight",114,"Group 2"
"Tom Miranda","Feud Frogmen",98,"Group 2"
"Tom Miranda","Flamingos Connecticut",80,"Group 2"
"Tom Miranda","Freaky Pocus",126,"Group 3"
"Tom Miranda","Kiss Glory",163,"Group 3"
"Tom Miranda","Knock Warlock",71,"Group 2"
"Tom Miranda","Labyrinth League",46,"Group 1"
"Tom Miranda","Lola Agent",85,"Group 2"
"Tom Miranda","Love Suicides",181,"Group 4"
"Tom Miranda","Madre Gables",98,"Group 2"
"Tom Miranda","Memento Zoolander",77,"Group 2"
"Tom Miranda","Outlaw Hanky",148,"Group 3"
"Tom Miranda","Patton Interview",175,"Group 3"
"Tom Miranda","Personal Ladybugs",118,"Group 2"
"Tom Miranda","Pocus Pulp",138,"Group 3"
"Tom Miranda","Rainbow Shock",74,"Group 2"
"Tom Miranda","Rocketeer Mother",178,"Group 3"
"Tom Miranda","Silverado Goldfinger",74,"Group 2"
"Tom Miranda","Suit Walls",111,"Group 2"
"Tom Miranda","Sunrise League",135,"Group 3"
"Tom Miranda","Super Wyoming",58,"Group 1"
"Tom Miranda","Tarzan Videotape",91,"Group 2"
"Tom Miranda","Tights Dawn",172,"Group 3"
"Tom Miranda","Translation Summer",168,"Group 3"
"Tom Miranda","Undefeated Dalmations",107,"Group 2"
"Tom Miranda","Valley Packer",73,"Group 2"
"Kirk Jovovich","Amadeus Holy",113,"Group 2"
"Kirk Jovovich","Artist Coldblooded",170,"Group 3"
"Kirk Jovovich","Barefoot Manchurian",129,"Group 3"
"Kirk Jovovich","Borrowers Bedazzled",63,"Group 2"
"Kirk Jovovich","Bull Shawshank",125,"Group 3"
"Kirk Jovovich","Chocolat Harry",101,"Group 2"
"Kirk Jovovich","Clue Grail",70,"Group 2"
"Kirk Jovovich","Conspiracy Spirit",184,"Group 4"
"Kirk Jovovich","Dogma Family",122,"Group 3"
"Kirk Jovovich","Element Freddy",115,"Group 2"
"Kirk Jovovich","Forrester Comancheros",112,"Group 2"
"Kirk Jovovich","Fury Murder",178,"Group 3"
"Kirk Jovovich","Gladiator Westward",173,"Group 3"
"Kirk Jovovich","Grease Youth",135,"Group 3"
"Kirk Jovovich","Heaven Freedom",48,"Group 1"
"Kirk Jovovich","Insider Arizona",78,"Group 2"
"Kirk Jovovich","Lost Bird",98,"Group 2"
"Kirk Jovovich","Mosquito Armageddon",57,"Group 1"
"Kirk Jovovich","Mulholland Beast",157,"Group 3"
"Kirk Jovovich","Murder Antitrust",166,"Group 3"
"Kirk Jovovich","Network Peak",75,"Group 2"
"Kirk Jovovich","Rush Goodfellas",48,"Group 1"
"Kirk Jovovich","Spice Sorority",141,"Group 3"
"Kirk Jovovich","Splendor Patton",134,"Group 3"
"Kirk Jovovich","Tuxedo Mile",152,"Group 3"
"Kirk Jovovich","Wardrobe Phantom",178,"Group 3"
"Nick Stallone","Beach Heartbreakers",122,"Group 3"
"Nick Stallone","Boiled Dares",102,"Group 2"
"Nick Stallone","Born Spinal",179,"Group 3"
"Nick Stallone","Braveheart Human",176,"Group 3"
"Nick Stallone","Butterfly Chocolat",89,"Group 2"
"Nick Stallone","Congeniality Quest",87,"Group 2"
"Nick Stallone","Doom Dancing",68,"Group 2"
"Nick Stallone","Effect Gladiator",107,"Group 2"
"Nick Stallone","Flatliners Killer",100,"Group 2"
"Nick Stallone","Holes Brannigan",128,"Group 3"
"Nick Stallone","Horror Reign",139,"Group 3"
"Nick Stallone","Jumanji Blade",121,"Group 3"
"Nick Stallone","Monsoon Cause",182,"Group 4"
"Nick Stallone","Mosquito Armageddon",57,"Group 1"
"Nick Stallone","Mulan Moon",160,"Group 3"
"Nick Stallone","Private Drop",106,"Group 2"
"Nick Stallone","Runaway Tenenbaums",181,"Group 4"
"Nick Stallone","Shanghai Tycoon",47,"Group 1"
"Nick Stallone","Speakeasy Date",165,"Group 3"
"Nick Stallone","Strangers Graffiti",119,"Group 2"
"Nick Stallone","Talented Homicide",173,"Group 3"
"Nick Stallone","Teen Apollo",74,"Group 2"
"Nick Stallone","Tequila Past",53,"Group 1"
"Nick Stallone","Tootsie Pilot",157,"Group 3"
"Nick Stallone","Trading Pinocchio",170,"Group 3"
"Nick Stallone","Varsity Trip",85,"Group 2"
"Nick Stallone","Virgin Daisy",179,"Group 3"
"Nick Stallone","Wagon Jaws",152,"Group 3"
"Nick Stallone","Women Dorado",126,"Group 3"
"Nick Stallone","Zhivago Core",105,"Group 2"
"Reese Kilmer","Alter Victory",57,"Group 1"
"Reese Kilmer","Behavior Runaway",100,"Group 2"
"Reese Kilmer","Beneath Rush",53,"Group 1"
"Reese Kilmer","Campus Remember",167,"Group 3"
"Reese Kilmer","Candles Grapes",135,"Group 3"
"Reese Kilmer","Coast Rainbow",55,"Group 1"
"Reese Kilmer","Cranes Reservoir",57,"Group 1"
"Reese Kilmer","Crystal Breaking",184,"Group 4"
"Reese Kilmer","Deep Crusade",51,"Group 1"
"Reese Kilmer","Forrester Comancheros",112,"Group 2"
"Reese Kilmer","Hawk Chill",47,"Group 1"
"Reese Kilmer","Highball Potter",110,"Group 2"
"Reese Kilmer","Instinct Airport",116,"Group 2"
"Reese Kilmer","Intrigue Worst",181,"Group 4"
"Reese Kilmer","Jerk Paycheck",172,"Group 3"
"Reese Kilmer","Knock Warlock",71,"Group 2"
"Reese Kilmer","Kramer Chocolate",171,"Group 3"
"Reese Kilmer","Lambs Cincinatti",144,"Group 3"
"Reese Kilmer","Lover Truman",75,"Group 2"
"Reese Kilmer","Pinocchio Simon",103,"Group 2"
"Reese Kilmer","Random Go",73,"Group 2"
"Reese Kilmer","Scalawag Duck",183,"Group 4"
"Reese Kilmer","Secrets Paradise",109,"Group 2"
"Reese Kilmer","Silence Kane",67,"Group 2"
"Reese Kilmer","Slums Duck",147,"Group 3"
"Reese Kilmer","Tomorrow Hustler",142,"Group 3"
"Reese Kilmer","Town Ark",136,"Group 3"
"Reese Kilmer","Tracy Cider",142,"Group 3"
"Reese Kilmer","Unbreakable Karate",62,"Group 2"
"Reese Kilmer","United Pilot",164,"Group 3"
"Reese Kilmer","Willow Tracy",137,"Group 3"
"Reese Kilmer","Wisdom Worker",98,"Group 2"
"Parker Goldberg","Ark Ridgemont",68,"Group 2"
"Parker Goldberg","Balloon Homeward",75,"Group 2"
"Parker Goldberg","Confidential Interview",180,NULL
"Parker Goldberg","Driver Annie",159,"Group 3"
"Parker Goldberg","Express Lonely",178,"Group 3"
"Parker Goldberg","Fish Opus",125,"Group 3"
"Parker Goldberg","Hawk Chill",47,"Group 1"
"Parker Goldberg","Idaho Love",172,"Group 3"
"Parker Goldberg","Inch Jet",167,"Group 3"
"Parker Goldberg","Instinct Airport",116,"Group 2"
"Parker Goldberg","Jaws Harry",112,"Group 2"
"Parker Goldberg","Loverboy Attacks",162,"Group 3"
"Parker Goldberg","Lucky Flying",97,"Group 2"
"Parker Goldberg","Meet Chocolate",80,"Group 2"
"Parker Goldberg","Right Cranes",153,"Group 3"
"Parker Goldberg","Savannah Town",84,"Group 2"
"Parker Goldberg","Scarface Bang",102,"Group 2"
"Parker Goldberg","Sons Interview",184,"Group 4"
"Parker Goldberg","Spinal Rocky",138,"Group 3"
"Parker Goldberg","Spirit Flintstones",149,"Group 3"
"Parker Goldberg","Squad Fish",136,"Group 3"
"Parker Goldberg","Ties Hunger",111,"Group 2"
"Parker Goldberg","Wizard Coldblooded",75,"Group 2"
"Parker Goldberg","Worst Banger",185,"Group 4"
"Julia Barrymore","Angels Life",74,"Group 2"
"Julia Barrymore","Argonauts Town",127,"Group 3"
"Julia Barrymore","Bang Kwai",87,"Group 2"
"Julia Barrymore","Berets Agent",77,"Group 2"
"Julia Barrymore","Coneheads Smoochy",112,"Group 2"
"Julia Barrymore","Disciple Mother",141,"Group 3"
"Julia Barrymore","Effect Gladiator",107,"Group 2"
"Julia Barrymore","Gaslight Crusade",106,"Group 2"
"Julia Barrymore","Groundhog Uncut",139,"Group 3"
"Julia Barrymore","Jerk Paycheck",172,"Group 3"
"Julia Barrymore","Lambs Cincinatti",144,"Group 3"
"Julia Barrymore","Mighty Luck",122,"Group 3"
"Julia Barrymore","Pelican Comforts",48,"Group 1"
"Julia Barrymore","Road Roxanne",158,"Group 3"
"Julia Barrymore","Rock Instinct",102,"Group 2"
"Julia Barrymore","Scissorhands Slums",147,"Group 3"
"Julia Barrymore","Secretary Rouge",158,"Group 3"
"Julia Barrymore","Shining Roses",125,"Group 3"
"Julia Barrymore","Shootist Superfly",67,"Group 2"
"Julia Barrymore","Troopers Metal",115,"Group 2"
"Julia Barrymore","Unfaithful Kill",78,"Group 2"
"Julia Barrymore","Unforgiven Zoolander",129,"Group 3"
"Julia Barrymore","Virgin Daisy",179,"Group 3"
"Julia Barrymore","Wife Turn",183,"Group 4"
"Frances Day-Lewis","Bringing Hysterical",136,"Group 3"
"Frances Day-Lewis","Brotherhood Blanket",73,"Group 2"
"Frances Day-Lewis","Champion Flatliners",51,"Group 1"
"Frances Day-Lewis","Cider Desire",101,"Group 2"
"Frances Day-Lewis","Coast Rainbow",55,"Group 1"
"Frances Day-Lewis","Darling Breaking",165,"Group 3"
"Frances Day-Lewis","Double Wrath",177,"Group 3"
"Frances Day-Lewis","Eagles Panky",140,"Group 3"
"Frances Day-Lewis","Entrapment Satisfaction",176,"Group 3"
"Frances Day-Lewis","Expendable Stallion",97,"Group 2"
"Frances Day-Lewis","Fiddler Lost",75,"Group 2"
"Frances Day-Lewis","Finding Anaconda",156,"Group 3"
"Frances Day-Lewis","Gables Metropolis",161,"Group 3"
"Frances Day-Lewis","Gangs Pride",185,"Group 4"
"Frances Day-Lewis","Homicide Peach",141,"Group 3"
"Frances Day-Lewis","Lady Stage",67,"Group 2"
"Frances Day-Lewis","Madness Attacks",178,"Group 3"
"Frances Day-Lewis","Married Go",114,"Group 2"
"Frances Day-Lewis","Mermaid Insects",104,"Group 2"
"Frances Day-Lewis","Mother Oleander",103,"Group 2"
"Frances Day-Lewis","Others Soup",118,"Group 2"
"Frances Day-Lewis","Purple Movie",88,"Group 2"
"Frances Day-Lewis","Sagebrush Clueless",106,"Group 2"
"Frances Day-Lewis","Shrek License",154,"Group 3"
"Frances Day-Lewis","Undefeated Dalmations",107,"Group 2"
"Frances Day-Lewis","Untouchables Sunrise",120,NULL
"Anne Cronyn","Apache Divine",92,"Group 2"
"Anne Cronyn","Cincinatti Whisperer",143,"Group 3"
"Anne Cronyn","Crowds Telemark",112,"Group 2"
"Anne Cronyn","Dangerous Uptown",121,"Group 3"
"Anne Cronyn","Dragon Squad",170,"Group 3"
"Anne Cronyn","Encounters Curtain",92,"Group 2"
"Anne Cronyn","Gandhi Kwai",86,"Group 2"
"Anne Cronyn","Half Outfield",146,"Group 3"
"Anne Cronyn","Hardly Robbers",72,"Group 2"
"Anne Cronyn","Hawk Chill",47,"Group 1"
"Anne Cronyn","Hollywood Anonymous",69,"Group 2"
"Anne Cronyn","Horn Working",95,"Group 2"
"Anne Cronyn","Iron Moon",46,"Group 1"
"Anne Cronyn","Lady Stage",67,"Group 2"
"Anne Cronyn","Lust Lock",52,"Group 1"
"Anne Cronyn","Mannequin Worst",71,"Group 2"
"Anne Cronyn","Minds Truman",149,"Group 3"
"Anne Cronyn","Moon Bunch",83,"Group 2"
"Anne Cronyn","Paths Control",118,"Group 2"
"Anne Cronyn","Racer Egg",147,"Group 3"
"Anne Cronyn","Reap Unfaithful",136,"Group 3"
"Anne Cronyn","Requiem Tycoon",167,"Group 3"
"Anne Cronyn","Rider Caddyshack",177,"Group 3"
"Anne Cronyn","Smile Earring",60,NULL
"Anne Cronyn","Uprising Uptown",174,"Group 3"
"Anne Cronyn","Window Side",85,"Group 2"
"Anne Cronyn","Wizard Coldblooded",75,"Group 2"
"Natalie Hopkins","Caddyshack Jedi",52,"Group 1"
"Natalie Hopkins","Connection Microcosmos",115,"Group 2"
"Natalie Hopkins","Doors President",49,"Group 1"
"Natalie Hopkins","Dozen Lion",177,"Group 3"
"Natalie Hopkins","Egg Igby",67,"Group 2"
"Natalie Hopkins","Escape Metropolis",167,"Group 3"
"Natalie Hopkins","Fantasy Troopers",58,"Group 1"
"Natalie Hopkins","Feathers Metal",104,"Group 2"
"Natalie Hopkins","Fool Mockingbird",158,"Group 3"
"Natalie Hopkins","Graceland Dynamite",140,"Group 3"
"Natalie Hopkins","Harold French",168,"Group 3"
"Natalie Hopkins","Hills Neighbors",93,"Group 2"
"Natalie Hopkins","Holes Brannigan",128,"Group 3"
"Natalie Hopkins","House Dynamite",109,"Group 2"
"Natalie Hopkins","Jason Trap",130,"Group 3"
"Natalie Hopkins","Kwai Homeward",46,"Group 1"
"Natalie Hopkins","License Weekend",91,"Group 2"
"Natalie Hopkins","Majestic Floats",130,"Group 3"
"Natalie Hopkins","Monsoon Cause",182,"Group 4"
"Natalie Hopkins","Network Peak",75,"Group 2"
"Natalie Hopkins","Nuts Ties",145,"Group 3"
"Natalie Hopkins","Others Soup",118,"Group 2"
"Natalie Hopkins","Perfect Groove",82,"Group 2"
"Natalie Hopkins","Rear Trading",97,"Group 2"
"Natalie Hopkins","Rings Heartbreakers",58,"Group 1"
"Natalie Hopkins","Siege Madre",111,"Group 2"
"Natalie Hopkins","Spinal Rocky",138,"Group 3"
"Natalie Hopkins","Stampede Disturbing",75,"Group 2"
"Natalie Hopkins","Torque Bound",179,"Group 3"
"Natalie Hopkins","Twisted Pirates",152,"Group 3"
"Natalie Hopkins","Unforgiven Zoolander",129,"Group 3"
"Natalie Hopkins","War Notting",80,"Group 2"
"Gary Phoenix","African Egg",130,"Group 3"
"Gary Phoenix","Bedazzled Married",73,"Group 2"
"Gary Phoenix","Bucket Brotherhood",133,"Group 3"
"Gary Phoenix","Calendar Gunfight",120,NULL
"Gary Phoenix","Carol Texas",151,"Group 3"
"Gary Phoenix","Citizen Shrek",165,"Group 3"
"Gary Phoenix","Handicap Boondock",108,"Group 2"
"Gary Phoenix","Head Stranger",69,"Group 2"
"Gary Phoenix","Holes Brannigan",128,"Group 3"
"Gary Phoenix","Insects Stone",123,"Group 3"
"Gary Phoenix","Jumanji Blade",121,"Group 3"
"Gary Phoenix","Loathing Legally",140,"Group 3"
"Gary Phoenix","North Tequila",67,"Group 2"
"Gary Phoenix","Pickup Driving",77,"Group 2"
"Gary Phoenix","River Outlaw",149,"Group 3"
"Gary Phoenix","Road Roxanne",158,"Group 3"
"Gary Phoenix","Rock Instinct",102,"Group 2"
"Gary Phoenix","Run Pacific",145,"Group 3"
"Gary Phoenix","Stock Glass",160,"Group 3"
"Gary Phoenix","Timberland Sky",69,"Group 2"
"Gary Phoenix","Tomorrow Hustler",142,"Group 3"
"Gary Phoenix","Victory Academy",64,"Group 2"
"Gary Phoenix","Wild Apollo",181,"Group 4"
"Gary Phoenix","World Leathernecks",171,"Group 3"
"Gary Phoenix","Wrong Behavior",178,"Group 3"
"Carmen Hunt","Amelie Hellfighters",79,"Group 2"
"Carmen Hunt","Bowfinger Gables",72,"Group 2"
"Carmen Hunt","Breaking Home",169,"Group 3"
"Carmen Hunt","Butch Panther",67,"Group 2"
"Carmen Hunt","Daisy Menagerie",84,"Group 2"
"Carmen Hunt","Dracula Crystal",176,"Group 3"
"Carmen Hunt","Frost Head",82,"Group 2"
"Carmen Hunt","Grapes Fury",155,"Group 3"
"Carmen Hunt","Gunfight Moon",70,"Group 2"
"Carmen Hunt","Hawk Chill",47,"Group 1"
"Carmen Hunt","Holocaust Highball",149,"Group 3"
"Carmen Hunt","Jade Bunch",174,"Group 3"
"Carmen Hunt","Legally Secretary",113,"Group 2"
"Carmen Hunt","Lesson Cleopatra",167,"Group 3"
"Carmen Hunt","Mixed Doors",180,NULL
"Carmen Hunt","Moonshine Cabin",171,"Group 3"
"Carmen Hunt","Patriot Roman",65,"Group 2"
"Carmen Hunt","Phantom Glory",60,NULL
"Carmen Hunt","Pollock Deliverance",137,"Group 3"
"Carmen Hunt","Random Go",73,"Group 2"
"Carmen Hunt","Smoking Barbarella",50,"Group 1"
"Carmen Hunt","Teen Apollo",74,"Group 2"
"Carmen Hunt","Telegraph Voyage",148,"Group 3"
"Carmen Hunt","Truman Crazy",92,"Group 2"
"Carmen Hunt","Voyage Legally",78,"Group 2"
"Carmen Hunt","Zoolander Fiction",101,"Group 2"
"Mena Temple","Academy Dinosaur",86,"Group 2"
"Mena Temple","Alabama Devil",114,"Group 2"
"Mena Temple","Balloon Homeward",75,"Group 2"
"Mena Temple","Beach Heartbreakers",122,"Group 3"
"Mena Temple","Butterfly Chocolat",89,"Group 2"
"Mena Temple","Carrie Bunch",114,"Group 2"
"Mena Temple","Casualties Encino",179,"Group 3"
"Mena Temple","Contact Anonymous",166,"Group 3"
"Mena Temple","Drop Waterfront",178,"Group 3"
"Mena Temple","Early Home",96,"Group 2"
"Mena Temple","English Bulworth",51,"Group 1"
"Mena Temple","Fellowship Autumn",77,"Group 2"
"Mena Temple","Gilmore Boiled",163,"Group 3"
"Mena Temple","Gump Date",53,"Group 1"
"Mena Temple","Ice Crossing",131,"Group 3"
"Mena Temple","Interview Liaisons",59,"Group 1"
"Mena Temple","Jumanji Blade",121,"Group 3"
"Mena Temple","Jungle Closer",134,"Group 3"
"Mena Temple","Lambs Cincinatti",144,"Group 3"
"Mena Temple","Liaisons Sweet",140,"Group 3"
"Mena Temple","Microcosmos Paradise",105,"Group 2"
"Mena Temple","Mighty Luck",122,"Group 3"
"Mena Temple","Mile Mulan",64,"Group 2"
"Mena Temple","Primary Glass",53,"Group 1"
"Mena Temple","Requiem Tycoon",167,"Group 3"
"Mena Temple","Resurrection Silverado",117,"Group 2"
"Mena Temple","Varsity Trip",85,"Group 2"
"Mena Temple","Vision Torque",59,"Group 1"
"Mena Temple","Wash Heavenly",161,"Group 3"
"Mena Temple","Wizard Coldblooded",75,"Group 2"
"Penelope Pinkett","Boiled Dares",102,"Group 2"
"Penelope Pinkett","Cause Date",179,"Group 3"
"Penelope Pinkett","Cider Desire",101,"Group 2"
"Penelope Pinkett","Core Suit",92,"Group 2"
"Penelope Pinkett","English Bulworth",51,"Group 1"
"Penelope Pinkett","Excitement Eve",51,"Group 1"
"Penelope Pinkett","Family Sweet",155,"Group 3"
"Penelope Pinkett","Gandhi Kwai",86,"Group 2"
"Penelope Pinkett","Juggler Hardly",54,"Group 1"
"Penelope Pinkett","Lawless Vision",181,"Group 4"
"Penelope Pinkett","Lion Uncut",50,"Group 1"
"Penelope Pinkett","Madre Gables",98,"Group 2"
"Penelope Pinkett","Motions Details",166,"Group 3"
"Penelope Pinkett","Oleander Clue",161,"Group 3"
"Penelope Pinkett","Oz Liaisons",85,"Group 2"
"Penelope Pinkett","Paris Weekend",121,"Group 3"
"Penelope Pinkett","Rushmore Mermaid",150,"Group 3"
"Penelope Pinkett","Saturday Lambs",150,"Group 3"
"Penelope Pinkett","State Wasteland",113,"Group 2"
"Penelope Pinkett","Submarine Bed",127,"Group 3"
"Penelope Pinkett","Suit Walls",111,"Group 2"
"Penelope Pinkett","Troopers Metal",115,"Group 2"
"Penelope Pinkett","Westward Seabiscuit",52,"Group 1"
"Penelope Pinkett","Worker Tarzan",139,"Group 3"
"Penelope Pinkett","World Leathernecks",171,"Group 3"
"Fay Kilmer","Airport Pollock",54,"Group 1"
"Fay Kilmer","Anonymous Human",179,"Group 3"
"Fay Kilmer","Bird Independence",163,"Group 3"
"Fay Kilmer","Crusade Honey",112,"Group 2"
"Fay Kilmer","Fellowship Autumn",77,"Group 2"
"Fay Kilmer","Flamingos Connecticut",80,"Group 2"
"Fay Kilmer","Frontier Cabin",183,"Group 4"
"Fay Kilmer","Harry Idaho",121,"Group 3"
"Fay Kilmer","Jersey Sassy",60,NULL
"Fay Kilmer","Jet Neighbors",59,"Group 1"
"Fay Kilmer","Movie Shakespeare",53,"Group 1"
"Fay Kilmer","Mussolini Spoilers",180,NULL
"Fay Kilmer","Nemo Campus",131,"Group 3"
"Fay Kilmer","Racer Egg",147,"Group 3"
"Fay Kilmer","Secret Groundhog",90,"Group 2"
"Fay Kilmer","Shootist Superfly",67,"Group 2"
"Fay Kilmer","Snatchers Montezuma",74,"Group 2"
"Fay Kilmer","Spice Sorority",141,"Group 3"
"Fay Kilmer","Vacation Boondock",145,"Group 3"
"Fay Kilmer","Watch Tracy",78,"Group 2"
"Dan Harris","Bedazzled Married",73,"Group 2"
"Dan Harris","Boondock Ballroom",76,"Group 2"
"Dan Harris","Destiny Saturday",56,"Group 1"
"Dan Harris","Divine Resurrection",100,"Group 2"
"Dan Harris","Eyes Driving",172,"Group 3"
"Dan Harris","Fellowship Autumn",77,"Group 2"
"Dan Harris","Ghost Groundhog",85,"Group 2"
"Dan Harris","Groove Fiction",111,"Group 2"
"Dan Harris","Hills Neighbors",93,"Group 2"
"Dan Harris","Holiday Games",78,"Group 2"
"Dan Harris","Independence Hotel",157,"Group 3"
"Dan Harris","Insider Arizona",78,"Group 2"
"Dan Harris","Jade Bunch",174,"Group 3"
"Dan Harris","Lies Treatment",147,"Group 3"
"Dan Harris","Monterey Labyrinth",158,"Group 3"
"Dan Harris","Reunion Witches",63,"Group 2"
"Dan Harris","Run Pacific",145,"Group 3"
"Dan Harris","School Jacket",151,"Group 3"
"Dan Harris","Seven Swarm",127,"Group 3"
"Dan Harris","Siege Madre",111,"Group 2"
"Dan Harris","Steers Armageddon",140,"Group 3"
"Dan Harris","Straight Hours",151,"Group 3"
"Dan Harris","Summer Scarface",53,"Group 1"
"Dan Harris","Superfly Trip",114,"Group 2"
"Dan Harris","Titanic Boondock",104,"Group 2"
"Dan Harris","Titans Jerk",91,"Group 2"
"Dan Harris","Vanishing Rocky",123,"Group 3"
"Dan Harris","Watership Frontier",112,"Group 2"
"Jude Cruise","Alley Evolution",180,NULL
"Jude Cruise","Arabia Dogma",62,"Group 2"
"Jude Cruise","Brotherhood Blanket",73,"Group 2"
"Jude Cruise","Camelot Vacation",61,"Group 2"
"Jude Cruise","Carrie Bunch",114,"Group 2"
"Jude Cruise","Champion Flatliners",51,"Group 1"
"Jude Cruise","Chinatown Gladiator",61,"Group 2"
"Jude Cruise","Citizen Shrek",165,"Group 3"
"Jude Cruise","Crossing Divorce",50,"Group 1"
"Jude Cruise","Date Speed",104,"Group 2"
"Jude Cruise","Drums Dynamite",96,"Group 2"
"Jude Cruise","Eagles Panky",140,"Group 3"
"Jude Cruise","Fireball Philadelphia",148,"Group 3"
"Jude Cruise","Frontier Cabin",183,"Group 4"
"Jude Cruise","Halloween Nuts",47,"Group 1"
"Jude Cruise","House Dynamite",109,"Group 2"
"Jude Cruise","Ice Crossing",131,"Group 3"
"Jude Cruise","Knock Warlock",71,"Group 2"
"Jude Cruise","Monster Spartacus",107,"Group 2"
"Jude Cruise","Mulholland Beast",157,"Group 3"
"Jude Cruise","Open African",131,"Group 3"
"Jude Cruise","Platoon Instinct",132,"Group 3"
